Project_ID;Organization;Short_project_description;Year_technical_go_live;Organisation_profile;Business_domain;Development_method;Primary_programming_language;Development_class;Functional_size_FP;Actual_duration_months;Actual_cost_EUR;Actual_effort_hours;Defects_process;Defects_first_month;Stakeholder_satisfaction_process;Stakeholder Satisfaction - Product;Perceived_value_overall;Release_based_working;Once_only_project;Multi_application_release;Phased_project;Dependencies_with_other_applications;Single_application;Migration_project;Problems_with_external_supplier;Security_related_project;Package_of_the_shelf;Package_with_customization;Steady_heartbeat;Fixed_experienced_team;Many_team_changes_unexperienced_team;Legacy_application;Technology_driven_project;Rules_and_regulations_driven_project;Business_driven_project;Pilot_or_proof_of_concept
324;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Flexible Payment Due Date";2011;Telecommunications;Client and Account Management;Plan-driven;JAVA;New Development;71;7,07;105.290;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
325;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Dealer Commisioning";2012;Telecommunications;Client and Account Management;Plan-driven;JAVA;New Development;70;9,89;177.000;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
156;Bank A;"Enhancements and new functionality release on an existing mortgage application; part of a large customer migration program";2008;Banking;Mortgages;Plan-driven;JSP;New Development;500;11,93;747.655;;;;;;;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
80;Bank B;Recap Measures 2 VCM;2010;Banking;Client and Account Management;Plan-driven;ORACLE;New Development;135;7,91;636.589;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;Bank B;HTC 8.0 Application;2009;Banking;Finance & Risk;Plan-driven;POWERBUILDER;New Development;469;11,32;1.119.433;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
111;Bank B;Maintenance and new functionality release on one application HTC Project 10.0;2011;Banking;Finance & Risk;Plan-driven;SQL;New Development;665;7,20;680.567;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
113;Bank B;Maintenance and new functionality release on one application BML Risk Management 2011;2011;Banking;Organization;Plan-driven;SQL;New Development;469;5,83;262.334;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
162;Bank A;"Maintenance and new functionality release on an existing data warehouse & BI application; OneFar FADM ISI";2008;Banking;Data Warehouse & BI;Plan-driven;SQL;New Development;52;5,58;19.056;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
179;Bank A;"Maintenance and enhancements project on an existing data warehouse application; KBN";2009;Banking;Data Warehouse & BI;Plan-driven;Visual Basic;New Development;586;7,36;366.700;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
351;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Bill Shock - Change Request 4";2014;Telecommunications;Billing;Plan-driven;;New Development;15;10,38;4.281;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
352;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Bill Shock - Change Request 2";2014;Telecommunications;Billing;Plan-driven;;New Development;8;10,38;9.435;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
355;Beltel;"Maintenance, enhancements and new functionality project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Bundle Activation SMS Confirmation";2014;Telecommunications;Client and Account Management;Plan-driven;;New Development;103;7,92;250.999;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
358;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Administration Fee";2014;Telecommunications;Billing;Plan-driven;;New Development;39;8,35;302.543;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
392;Beltel;"Enhancements project on a deployed CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Replace Current near End of Life SMSC Central Management System";2015;Telecommunications;Client and Account Management;Plan-driven;;New Development;45;9,37;57.387;;;;;;;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0
399;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Bill Shock - Change Request 1";2015;Telecommunications;Billing;Plan-driven;;New Development;50;17,25;91.178;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
400;Beltel;"Maintenance and enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Connect T-Group - CMS reporting";2015;Telecommunications;Client and Account Management;Plan-driven;;New Development;27;9,37;148.174;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
401;Beltel;"Enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Replacement of the Roaming Tariff Solution";2015;Telecommunications;Client and Account Management;Plan-driven;;New Development;5;9,60;24.620;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
402;Beltel;"Enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Change MSISDN Instant Link";2015;Telecommunications;Client and Account Management;Plan-driven;;New Development;10;9,37;62.000;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
420;Beltel;"New functionality and enhancements project on an existing data warehouse application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium; CX Detailed Reporting - DWH project";2015;Telecommunications;Data Warehouse & BI;Plan-driven;;New Development;61;6,11;44.326;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
433;Beltel;"New functionality project on a new application; part of a (phased) program; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium, India and Portugal; Order Management System - Online Activation";2015;Telecommunications;Billing;Scrum;;New Development;268;9,14;746.025;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
436;Beltel;"Enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; CX Improvement Login & Consult";2015;Telecommunications;Client and Account Management;Plan-driven;;New Development;15;3,81;23.367;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
476;Beltel;"New functionality project on a new CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Implementation of new CRM tool for sales follow-up";2016;Telecommunications;Client and Account Management;Scrum;;New Development;44;4,96;8.326;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
136;Bank A;Maintenance and enhancements on existing logging application in internet environment (relong logging history of transactions);2011;Banking;Internet & Mobile;Plan-driven;.NET;Minor Enhancement (5-25% new);36;7,73;353.620;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
143;Bank A;Mortgages relelase on existing application;2009;Banking;Mortgages;Plan-driven;.NET;Minor Enhancement (5-25% new);185;10,29;115.830;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
22;Bank B;New functionality with regard to SEPA DD on existing application (rules & regulations);2009;Banking;Payments;Plan-driven;COBOL;Minor Enhancement (5-25% new);460;20,61;5.416.666;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
42;Bank B;FCM Phase 2 Disentanglement (ICT);2009;Banking;Payments;Plan-driven;COBOL;Minor Enhancement (5-25% new);123;2,74;149.820;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
55;Bank B;Maintenance release 3.9 on one application;2009;Banking;Savings & Loans;Plan-driven;COBOL;Minor Enhancement (5-25% new);63;6,68;177.944;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;Bank B;Standing Right Account;2010;Banking;Savings & Loans;Plan-driven;COBOL;Minor Enhancement (5-25% new);164;7,99;501.755;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
217;Bank A;"Maintenance and new functionality project on an existing savings and loans application; Solve Mortgage Functionality between two existing applications 2010";2010;Banking;Savings & Loans;Plan-driven;COBOL;Minor Enhancement (5-25% new);50;14,19;187.050;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
331;Bank A;"Maintenance and enhancements project on an existing payments application; TIP Account Number";2011;Banking;Payments;Plan-driven;COBOL;Minor Enhancement (5-25% new);101;10,65;310.310;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
333;Bank A;"Maintenance and enhancements project on an existing payments application; ETTA Swift Sweeping";2011;Banking;Payments;Plan-driven;COBOL;Minor Enhancement (5-25% new);116;12,13;420.920;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
6;Bank B;Yearwork 2009;2009;Banking;Savings & Loans;Plan-driven;JAVA;Minor Enhancement (5-25% new);15;14,57;373.855;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
32;Bank B;New functionality and maintenance release on one application;2010;Banking;Finance & Risk;Plan-driven;JAVA;Minor Enhancement (5-25% new);1500;17,10;6.585.980;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
78;Bank B;Large customer migration project;2010;Banking;Organization;Plan-driven;JAVA;Minor Enhancement (5-25% new);801;8,00;1.047.889;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
225;Bank A;"Maintenance and new functionality project on an existing client and accountmanagement application; part of a large program; Payments Migration Debit Cards Wave 1";2010;Banking;Client and Account Management;Plan-driven;JAVA;Minor Enhancement (5-25% new);24;7,00;134.420;;;;;;;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0
240;Bank A;"Maintenance and new functionality project on an existing savings application; Savings Repositioning BRR";2011;Banking;Savings & Loans;Plan-driven;JAVA;Minor Enhancement (5-25% new);38;5,46;115.420;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
256;Bank A;"Maintenance and new functionality project on an existing internet application; Security driven solution; VIP FOX IT Internet Security";2011;Banking;Internet & Mobile;Plan-driven;JAVA;Minor Enhancement (5-25% new);61;10,77;229.240;;;;;;;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
315;Beltel;"Maintenance and new functionality project on an existing internet application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Usability e-services";2013;Telecommunications;Internet & Mobile;Plan-driven;JAVA;Minor Enhancement (5-25% new);341;14,45;241.400;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
319;Beltel;"New functionality project on in a CRM domain; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Tintin Application";2011;Telecommunications;Client and Account Management;Plan-driven;JAVA;Minor Enhancement (5-25% new);352;10,57;1.911.760;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
320;Beltel;"Maintenance and enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Online Invoice";2013;Telecommunications;Client and Account Management;Plan-driven;JAVA;Minor Enhancement (5-25% new);117;16,28;373.810;;;;;;;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0
349;Beltel;"Maintenance and enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Tokyo CRM Application";2013;Telecommunications;Client and Account Management;Plan-driven;JAVA;Minor Enhancement (5-25% new);40;9,30;277.000;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
170;Bank A;"Maintenance and new functionality release on an existing front office application; VIAS 2009-01";2009;Banking;Front Office Solutions;Plan-driven;RPG;Minor Enhancement (5-25% new);35;5,57;119.189;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
171;Bank A;"Maintenance and new functionality release on an existing front office application; VIAS 2009-02";2009;Banking;Front Office Solutions;Plan-driven;RPG;Minor Enhancement (5-25% new);124;6,87;209.456;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
172;Bank A;"Maintenance and new functionality release on an existing front office application; VIAS 2009-03";2009;Banking;Front Office Solutions;Plan-driven;RPG;Minor Enhancement (5-25% new);212;5,11;226.466;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
163;Bank A;"Maintenance and new functionality release on an existing data warehouse & BI application; OneFar xGL to CFO";2008;Banking;Data Warehouse & BI;Plan-driven;SQL;Minor Enhancement (5-25% new);21;3,94;12.233;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
164;Bank A;"Maintenance and new functionality release on an existing data warehouse & BI application; OneFar TL to CFO";2008;Banking;Data Warehouse & BI;Plan-driven;SQL;Minor Enhancement (5-25% new);15;4,39;29.700;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
364;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Implement Insight Prepaid Table and Data Pre-Post";2014;Telecommunications;Billing;Plan-driven;;Minor Enhancement (5-25% new);20;4,40;18.893;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
367;Beltel;"Maintenance and enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Upload e-mail addresses - Phase 2";2014;Telecommunications;Client and Account Management;Plan-driven;;Minor Enhancement (5-25% new);23;9,96;57.289;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
397;Beltel;"Enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Enhancement of batch processing";2015;Telecommunications;Billing;Plan-driven;;Minor Enhancement (5-25% new);9;8,91;27.244;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
448;Beltel;"Enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; BSCS Post Deployment Activity Automation";2016;Telecommunications;Billing;Plan-driven;;Minor Enhancement (5-25% new);11;9,14;38.894;;;;;;;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
456;Beltel;"Enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Script to be added in automate post deployment tool";2016;Telecommunications;Billing;Scrum;;Minor Enhancement (5-25% new);4;6,28;28.025;;;;;;;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
468;Beltel;"Maintenance project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Remove duplicate activation in bundle area";2016;Telecommunications;Billing;Scrum;;Minor Enhancement (5-25% new);16;10,02;6.603;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
469;Beltel;"Enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; SI - Make dimensions visible for Comviva";2016;Telecommunications;Client and Account Management;Scrum;;Minor Enhancement (5-25% new);20;3,45;66.076;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
477;Beltel;"Enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Tariff Advisor Upgrade";2016;Telecommunications;Billing;Scrum;;Minor Enhancement (5-25% new);30;6,61;132.766;;;;;;;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
483;Beltel;"Enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Remove duplicate activation in bundle area";2016;Telecommunications;Billing;Scrum;;Minor Enhancement (5-25% new);16;10,45;37.553;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
485;Beltel;"Enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; PBM/IP logging files";2016;Telecommunications;Client and Account Management;Scrum;;Minor Enhancement (5-25% new);12;3,55;26.753;;;;;;;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
137;Bank A;Aftercare release on existing customer loyalty application in internet environment;2009;Banking;Internet & Mobile;Plan-driven;.NET;Major Enhancement (25-75% new);116;3,80;304.170;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
138;Bank A;New functionality in existing internet environment;2009;Banking;Internet & Mobile;Plan-driven;.NET;Major Enhancement (25-75% new);194;7,80;504.910;;;;;;;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
149;Bank A;"Maintenance and new functionality on an existing mortgage application; release 3.1";2009;Banking;Front Office Solutions;Plan-driven;.NET;Major Enhancement (25-75% new);74;4,80;136.080;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
176;Bank A;"Maintenance and new functionality release on an existing savings application; DI SEW 2OV";2009;Banking;Savings & Loans;Plan-driven;.NET;Major Enhancement (25-75% new);114;13,04;1.186.378;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
157;Bank A;"Enhancements to an existing savings and loans application; Reporting to Clients";2008;Banking;Savings & Loans;Plan-driven;3GL;Major Enhancement (25-75% new);141;10,71;207.167;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
23;Bank B;New functionality with regard to SEPA DD on existing application (rules & regulations);2009;Banking;Payments;Plan-driven;COBOL;Major Enhancement (25-75% new);193;12,64;2.042.089;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;Bank B;Realisation Periodic Savings;2010;Banking;Savings & Loans;Plan-driven;COBOL;Major Enhancement (25-75% new);131;8,84;431.644;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
53;Bank B;SEPA Cards Incloud;2010;Banking;Payments;Plan-driven;COBOL;Major Enhancement (25-75% new);214;13,06;2.247.389;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
57;Bank B;Yearly Work on Savings application 2009;2010;Banking;Savings & Loans;Plan-driven;COBOL;Major Enhancement (25-75% new);181;10,42;1.253.222;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59;Bank B;INBP Cards 1-to-1 Conversion;2009;Banking;Client and Account Management;Plan-driven;COBOL;Major Enhancement (25-75% new);101;5,38;820.766;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
76;Bank B;REA Authorization Transfer MRV;2010;Banking;Payments;Plan-driven;COBOL;Major Enhancement (25-75% new);319;9,90;1.259.455;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
79;Bank B;Maintenance release Savings;2010;Banking;Savings & Loans;Plan-driven;COBOL;Major Enhancement (25-75% new);60;5,90;483.133;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;Bank A;"Maintenance and enhancements project on an existing payments application; Payments Private Banking Functionality";2011;Banking;Payments;Plan-driven;COBOL;Major Enhancement (25-75% new);135;13,71;474.810;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
26;Bank B;"New functionality and maintenance on existing application; sub-project of a phased project; phase 6";2008;Banking;Payments;Plan-driven;FOCUS;Major Enhancement (25-75% new);45;0,90;18.080;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Bank B;MiFiD (Markets in Financial Instruments Directive) 2;2009;Banking;Savings & Loans;Plan-driven;JAVA;Major Enhancement (25-75% new);251;10,07;688.401;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
56;Bank B;Realisation BBS 4.1;2010;Banking;Finance & Risk;Plan-driven;JAVA;Major Enhancement (25-75% new);352;19,00;3.197.867;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;Bank B;Build and enhance Advisory Module Savings;2011;Banking;Client and Account Management;Scrum;JAVA;Major Enhancement (25-75% new);134;8,65;848.811;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
151;Bank A;"Enhancements and new functionality release on an existing webapplication; sub-project of a large customer migration program; wave 1 Tranche C/D Internet";2010;Banking;Internet & Mobile;Plan-driven;JAVA;Major Enhancement (25-75% new);150;15,31;572.000;;;;;;;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
197;Bank A;Maintenance and new functionality project on an existing mortgages application with regard to improvement of cost transparency;2010;Banking;Mortgages;Plan-driven;JAVA;Major Enhancement (25-75% new);120;11,91;579.000;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
208;Bank A;"Maintenance and new functionality project on an existing mortgages application; Mortgages Collections Policy";2011;Banking;Mortgages;Plan-driven;JAVA;Major Enhancement (25-75% new);238;12,78;642.000;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
209;Bank A;"Maintenance and new functionality project on an existing internet application; part of a large customer migration program; Wave 2 Internet Banking - Open Environment";2010;Banking;Internet & Mobile;Plan-driven;JAVA;Major Enhancement (25-75% new);84;11,91;498.000;;;;;;;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0
218;Bank A;Maintenance release on an existing savings and loans application;2010;Banking;Savings & Loans;Plan-driven;JAVA;Major Enhancement (25-75% new);14;6,81;228.690;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
223;Bank A;"Maintenance and new functionality project on an existing customer information management application; part of a large customer migration program; W2 Customer Migration";2010;Banking;Client and Account Management;Plan-driven;JAVA;Major Enhancement (25-75% new);45;2,52;724.470;;;;;;;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
242;Bank A;"Maintenance and new functionality project on an existing client and accountmanagement application; part of a large customer migration program; Private Banking Customer Information Management Clinet Administration enhance Target";2011;Banking;Client and Account Management;Plan-driven;JAVA;Major Enhancement (25-75% new);315;11,27;695.880;;;;;;;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0
312;Beltel;"Maintenance project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Change of Ownership";2011;Telecommunications;Client and Account Management;Plan-driven;JAVA;Major Enhancement (25-75% new);17;13,74;113.040;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
321;Beltel;"Maintenance and enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; fixed, experienced projectteam with members in Belgium and India; CRM: Quick Wins 1";2012;Telecommunications;Client and Account Management;Plan-driven;JAVA;Major Enhancement (25-75% new);81;10,40;210.640;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
40;Bank B;INBP CRM Phase 1;2009;Banking;Client and Account Management;Plan-driven;ORACLE;Major Enhancement (25-75% new);205;15,04;6.802.466;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;Bank B;BBI Phase 2a and 2b (migration);2009;Banking;Finance & Risk;Plan-driven;ORACLE;Major Enhancement (25-75% new);366;9,78;1.861.945;;;;;;;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
158;Bank A;Maintenance and new functionality release on an existing savings and loans application;2008;Banking;Savings & Loans;Plan-driven;RPG;Major Enhancement (25-75% new);457;8,09;1.363.712;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
166;Bank A;"Maintenance and new functionality release on an existing callcenter application; Auto2009-1";2009;Banking;Call Center Solutions;Plan-driven;RPG;Major Enhancement (25-75% new);73;3,35;176.888;;;;;;;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1
96;Bank B;Maintenance and new functionality release on one application CRMi 2014;2010;Banking;Client and Account Management;Plan-driven;Siebel;Major Enhancement (25-75% new);189;5,89;266.511;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
161;Bank A;"Maintenance and new functionality release on an existing data warehouse & BI application; OneFar CIA";2008;Banking;Data Warehouse & BI;Plan-driven;SQL;Major Enhancement (25-75% new);425;12,62;469.100;;;;;;;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
389;Beltel;"New functionality and enhancements project on an existing data warehouse application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Snow Commercial Data Warehouse";2014;Telecommunications;Data Warehouse & BI;Plan-driven;;Major Enhancement (25-75% new);300;3,75;92.008;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
394;Beltel;"Maintenance project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; CRM Application - Stability Improvement";2015;Telecommunications;Client and Account Management;Plan-driven;;Major Enhancement (25-75% new);8;8,31;22.930;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
395;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; 1 Day Porting DLS 2.4";2015;Telecommunications;Billing;Plan-driven;;Major Enhancement (25-75% new);35;9,14;123.249;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
