Project_ID;Organization;Short_project_description;Year_technical_go_live;Organisation_profile;Business_domain;Development_method;Primary_programming_language;Development_class;Functional_size_FP;Actual_duration_months;Actual_cost_EUR;Actual_effort_hours;Defects_process;Defects_first_month;Stakeholder_satisfaction_process;Stakeholder Satisfaction - Product;Perceived_value_overall;Release_based_working;Once_only_project;Multi_application_release;Phased_project;Dependencies_with_other_applications;Single_application;Migration_project;Problems_with_external_supplier;Security_related_project;Package_of_the_shelf;Package_with_customization;Steady_heartbeat;Fixed_experienced_team;Many_team_changes_unexperienced_team;Legacy_application;Technology_driven_project;Rules_and_regulations_driven_project;Business_driven_project;Pilot_or_proof_of_concept
396;Beltel;"Enhancements project on an existing CRM application (Divine); fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; CRM Application- Stability Improvement";2015;Telecommunications;Client and Account Management;Plan-driven;;Major Enhancement (25-75% new);8;8,91;22.930;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
398;Beltel;"Enhancements project on an existing CRM application; rules and regulations driven project; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; 1-Day Porting (Rules & Regulations Requirement)";2015;Telecommunications;Client and Account Management;Plan-driven;;Major Enhancement (25-75% new);38;12,29;132.939;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
404;Beltel;"Maintenance and enhancements project on an existing Billing application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Disable NAVS check for prepaid";2015;Telecommunications;Billing;Plan-driven;;Major Enhancement (25-75% new);12;5,62;14.202;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
405;Beltel;"Maintenance and enhancements project on an existing CRM application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; HSS Phase II - HSS to CDC";2015;Telecommunications;Client and Account Management;Plan-driven;;Major Enhancement (25-75% new);74;8,81;50.000;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
460;Beltel;"New functionality and enhancements project on an existing internet application; fixed price based on pre-project proposal; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; frontend supplier API development";2016;Telecommunications;Internet & Mobile;Scrum;;Major Enhancement (25-75% new);124;3,15;69.700;;;;;;;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
488;Beltel;"Enhancements project on an existing Internet application; fixed price based on pre-project proposal; projectteam with members in Belgium; Community support: SSO and Facebook login";2016;Telecommunications;Internet & Mobile;Scrum;;Major Enhancement (25-75% new);60;4,01;27.011;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
165;Bank A;"Maintenance and new functionality project on an existing mortgages application; H1S";2009;Banking;Mortgages;Plan-driven;3GL;Conversion (<5% new);254;8,44;1.025.700;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
167;Bank A;"Maintenance and enhancement project on an existing mortgages application; Bank Savings Acoount Mortgage Short Term";2009;Banking;Mortgages;Plan-driven;3GL;Conversion (<5% new);374;10,10;1.764.156;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
30;Bank B;New functionality and maintenance release on one application;2009;Banking;Organization;Plan-driven;COBOL;Conversion (<5% new);255;8,51;661.289;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
33;Bank B;Bank Savings release 3;2010;Banking;Savings & Loans;Plan-driven;COBOL;Conversion (<5% new);294;16,53;2.072.744;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13;Bank B;CIV Product Image;2009;Banking;Client and Account Management;Plan-driven;JAVA;Conversion (<5% new);518;14,65;2.007.250;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
60;Bank B;Realisation Online Member Influence;2010;Banking;Client and Account Management;Plan-driven;JAVA;Conversion (<5% new);306;9,15;710.177;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;Bank A;"Maintenance and new functionality project on an existing mortgages application; AFM Checking; Rules & Regulations driven project";2011;Banking;Mortgages;Plan-driven;JAVA;Conversion (<5% new);168;19,26;1.024.000;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
424;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India). CECIL 2015-R3 (Divine) (PV); Project 3.1 in Elsevier Information and Software Technology         https://doi.org/10.1016/j.infsof.2017.04.008";2015;Telecommunications;Client and Account Management;Plan-driven;;New Development;13;9,37;45.817;3.738;12;;3,50;3,50;3,58;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
432;Beltel;DWH Release R5 (3 sprints). Delivery of Data Warehouse and BI functionality by fixed DWH-team (onsite, Indian supplier). Team worked based on Scrum (including external agile coaching). First formal Scrum team in the Telecom organization. Project 5.3 in Elsevier Information and Software Technology         https://doi.org/10.1016/j.infsof.2017.04.008;2015;Telecommunications;Data Warehouse & BI;Scrum;;New Development;174;4,96;192.000;;;;3,50;3,50;3,33;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
426;Beltel;"Maintenance and enhancements release on an existing CRM application (Divine); fixed, and experienced team; steady (monthly) heartbeat; Scrum; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; Project 4.2 in Elsevier Information and Software Technology         https://doi.org/10.1016/j.infsof.2017.04.008";2015;Telecommunications;Client and Account Management;Scrum;;New Development;63;6,11;110.000;;10;;3,92;3,92;3,30;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
428;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India). CECIL 2015-R4  (Divine) (PV); Project 5.1 in Elsevier Information and Software Technology         https://doi.org/10.1016/j.infsof.2017.04.008";2015;Telecommunications;Client and Account Management;Scrum;;New Development;28;6,34;37.455;400;6;;4,50;4,50;4,00;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
437;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India).CECIL 2015-R6 (Epiphany)";2015;Telecommunications;Client and Account Management;Scrum;;New Development;16;6,51;8.000;;;;4,50;4,50;3,25;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
297;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-01 (January)";2012;Banking;Finance & Risk;Scrum;ORACLE;Conversion (<5% new);5;2,54;35.540;;0;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
295;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2011-11 (November)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;New Development;9;2,48;41.370;;1;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
301;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-05 (May)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;25;2,50;33.900;;1;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
304;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-08 (August)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;10;2,50;32.770;;1;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
303;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-07 (July)";2012;Banking;Finance & Risk;Scrum;ORACLE;Major Enhancement (25-75% new);57;2,48;32.430;;1;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
302;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-06 (June)";2012;Banking;Finance & Risk;Scrum;ORACLE;Conversion (<5% new);41;2,48;32.850;;1;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
300;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-04 (April)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;20;2,48;44.020;;2;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
292;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2011-08 (August)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;Major Enhancement (25-75% new);52;2,50;49.730;;2;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
296;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2011-12 (December)";2012;Banking;Finance & Risk;Plan-driven;ORACLE;Minor Enhancement (5-25% new);30;2,48;29.360;;4;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
290;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-07 (July)";2012;Banking;Finance & Risk;Scrum;ORACLE;Major Enhancement (25-75% new);32;2,48;41.140;309;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
279;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2011-08 (August)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;New Development;22;2,50;41.790;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
282;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2011-11 (November)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;New Development;31;2,48;41.370;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
283;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2011-12 (December)";2012;Banking;Finance & Risk;Plan-driven;ORACLE;New Development;47;2,48;29.360;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
284;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-01 (January)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;16;2,54;49.270;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
287;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-04 (April)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;13;2,48;18.230;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
291;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-08 (August)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;55;2,50;31.880;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
293;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2011-09 (September)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;Major Enhancement (25-75% new);28;2,48;33.100;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
285;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-02 (February)";2012;Banking;Finance & Risk;Scrum;ORACLE;Conversion (<5% new);14;2,48;33.220;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
289;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-06 (June)";2012;Banking;Finance & Risk;Scrum;ORACLE;Conversion (<5% new);41;2,48;37.000;;;0;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
298;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-02 (February)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;18;2,48;35.960;;0;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
294;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2011-10 (October)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;New Development;30;2,50;26.590;;1;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
299;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-B Release 2012-03 (March)";2012;Banking;Finance & Risk;Scrum;ORACLE;Major Enhancement (25-75% new);24;2,50;34.820;;2;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
414;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India).CECIL CRM Application 2015 R1";2015;Telecommunications;Client and Account Management;Scrum;;Major Enhancement (25-75% new);46;6,11;49.464;;18;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
346;Bank A;"Maintenance, enhancements and new functionality release on an existing payments application; FTP Release 2012 ll";2012;Banking;Payments;Plan-driven;COBOL;New Development;234;7,53;318.000;;26;1;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
263;Bank A;"Maintenance and new functionality release on an existing front office  application; Front Office Application Release 1103 - Scrum 02";2011;Banking;Front Office Solutions;Scrum;JAVA;New Development;236;4,14;351.410;;48;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
280;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2011-09 (September)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;New Development;26;2,48;41.030;;;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
286;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-03 (March)";2012;Banking;Finance & Risk;Scrum;ORACLE;New Development;21;2,50;30.910;;;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
281;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2011-10 (October)";2011;Banking;Finance & Risk;Plan-driven;ORACLE;Minor Enhancement (5-25% new);49;2,48;26.590;;;1;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
335;Bank A;"Maintenance and enhancements release on an existing payments application; FTP BPC/ECA Release 2011-1";2011;Banking;Payments;Plan-driven;COBOL;Major Enhancement (25-75% new);146;11,39;535.160;;;3;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
288;Bank A;"Maintenance and new functionality release on a finance & risk application; fixed and experienced team that releases monthly; steady heartbeat; release-based working mapped on one application; during 2011 / 2012 the delivery method changed from plan-driven to Scrum; APL-A Release 2012-05 (May)";2012;Banking;Finance & Risk;Scrum;ORACLE;Major Enhancement (25-75% new);48;2,50;40.530;;;3;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
347;Bank A;"Maintenance and enhancements release on an existing payments application; SDP Release 2012-02";2012;Banking;Payments;Plan-driven;COBOL;Minor Enhancement (5-25% new);261;8,09;551.630;;35;4;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
254;Bank A;"Maintenance and new functionality release on an existing callcenter application; Front Office Application 2.0 RD Mail Functionality";2011;Banking;Data Warehouse & BI;Scrum;JAVA;Major Enhancement (25-75% new);309;4,52;138.430;;24;6;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
340;Bank A;"New functionality and enhancements project on an existing payments package application (xxx); update and maintenance of a customized package solution by a German supplier; many problems with external supplier (high number of defects, bad communication); part of a (phased) program; xxx Package Updates Release 7.2";2011;Banking;Payments;Plan-driven;COBOL;New Development;873;16,84;4.827.000;;388;35;;;;1;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0
341;Bank A;"New functionality and enhancements project on an existing payments package application (xxx); update and maintenance of a customized package solution by a German supplier; many problems with external supplier (high number of defects, bad communication); part of a (phased) program; xxx Package Updates Release 7.3";2012;Banking;Payments;Plan-driven;COBOL;New Development;119;21,18;972.380;;576;60;;;;1;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0
362;Beltel;"Maintenance and enhancements release on an existing CRM application (Divine); fixed, and experienced team; steady (monthly) heartbeat; Scrum; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; CECIL CRM Application Release 4";2014;Telecommunications;Client and Account Management;Scrum;;New Development;37;2,76;30.367;;2;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
277;Bank A;"Maintenance and enhancements project on an existing internet application; sharpening WW demands";2011;Banking;Internet & Mobile;Scrum;JAVA;Minor Enhancement (5-25% new);55;4,20;223.780;;2;;;;;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
374;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India).CECIL Release 6";2014;Telecommunications;Client and Account Management;Scrum;;New Development;64;4,60;45.769;;5;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
121;Bank B;EDV (Extended Duration Treasury Vanguard) Maintenance;2010;Banking;Savings & Loans;Plan-driven;Visual Basic;Major Enhancement (25-75% new);27;3,00;85.422;;5;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
118;Bank B;Maintenance and new functionality release on one application Maintenance DPF 2011 2011.4;2011;Banking;Finance & Risk;Plan-driven;.NET;New Development;70;2,82;73.222;;6;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
89;Bank B;Release Management Syfact 3.0.5a;2010;Banking;Organization;Plan-driven;JAVA;New Development;52;4,75;95.722;;6;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
122;Bank B;Procurius (Dividend Policy) Release 4.2 2011;2011;Banking;Organization;Plan-driven;.NET;Minor Enhancement (5-25% new);60;2,70;70.389;;6;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
270;Bank A;"New functionality project on an existing mobile app application; Payments via Ideal on Mobile App";2011;Banking;Internet & Mobile;Scrum;JAVA;New Development;36;5,42;222.230;;7;;;;;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
377;Beltel;"Maintenance and enhancements release on an existing CRM application (Divine); fixed, and experienced team; steady (monthly) heartbeat; Scrum; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; CECIL CRM Application 2015: Sub-WP for R2 2015";2014;Telecommunications;Client and Account Management;Scrum;;New Development;109;7,43;62.768;;7;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
379;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India).CECIL CRM Application Release 8";2014;Telecommunications;Client and Account Management;Scrum;;New Development;40;7,56;58.154;;7;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
88;Bank B;Release Management Syfact 3.0.5b;2010;Banking;Organization;Plan-driven;C++;New Development;64;2,81;138.433;;8;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
381;Beltel;"Release-based on a single application (Divine system, a bad performing CRM legacy system). Satisfied team and customers; best practice performance. Steady heartbeat (go live every 6 weeks), fixed, experienced team; involved users from the CX-department (Customer Experience); Scrum (Product Owner, scrumtool Scrumwise, sprint backlog, however, no formal Scrummaster, no standups, selfsteering team, good communication). Globally distributed team (1 Product Owner, 1 Business Analyst, 1 developer, 1 tester onsite, 2 developers India).CECIL CRM Application Release 7";2014;Telecommunications;Client and Account Management;Scrum;;New Development;80;5,49;73.134;;8;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
119;Bank B;Maestro RFC Release Q2;2011;Banking;Organization;Plan-driven;.NET;New Development;577;5,63;651.467;;9;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
150;Bank A;Small enhancement an an exsiting Front Office Application;2010;Banking;Front Office Solutions;Plan-driven;.NET;New Development;10;7,76;358.180;;10;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
238;Bank A;"Maintenance release on an existing savings application; Bank Savings Release 2A";2011;Banking;Savings & Loans;Plan-driven;JAVA;New Development;73;9,85;298.790;;11;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
106;Bank B;Internet Banking Website Release 9.2;2010;Banking;Organization;Plan-driven;.NET;Minor Enhancement (5-25% new);91;6,34;232.100;;11;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
87;Bank B;Release Management Syfact 3.0.5.d;2011;Banking;Organization;Plan-driven;JAVA;Major Enhancement (25-75% new);96;6,00;207.467;;11;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Beltel;"Maintenance and enhancements release on an existing CRM application (Divine); fixed, and experienced team; steady (monthly) heartbeat; Scrum; build and test performed by Indian supplier with strategic outsourcing agreement with Beltel; projectteam with members in Belgium and India; CECIL CRM Application Release 3";2014;Telecommunications;Client and Account Management;Scrum;;Major Enhancement (25-75% new);111;3,12;56.345;;11;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
114;Bank B;EDV (Extended Duration Treasury Vanguard) Management Information;2011;Banking;Savings & Loans;Scrum;.NET;New Development;175;4,81;183.544;786;12;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
247;Bank A;"Maintenance and new functionality release on an existing front office application; Looking Glass Front Office Application Release 11.3";2011;Banking;Front Office Solutions;Scrum;JAVA;Minor Enhancement (5-25% new);164;6,33;440.490;;14;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
446;DutchCo;"Large release of a medium sized Billing software provider; maintenance, enhancements and new functionality release on an existing Billing application; projectteam with members in the Netherlands and India; India team is provided by a Dutch based IT supplier (build and test only); 4 x per year a release is deployed to production; DutchCo Release 5.1 - AM (asset management module)";2015;Billing;Data Warehouse & BI;Scrum;;Minor Enhancement (5-25% new);335;3,78;125.827;;15;;;;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0
